"region","year","cpo","pit","numerical_failure"
"강원도양구군",2024,0.702058622335587,0.702058622335586,0
"강원도인제군",2020,0.238857685293667,0.610148786188975,0
"강원도인제군",2021,0.157923935321538,0.678816582701102,0
"강원도인제군",2022,0.192728918269197,0.880958081228855,0
"강원도인제군",2023,0.0104988389552087,0.286559507086521,0
"강원도인제군",2024,0.000169943580816131,0.000169943580816131,0
"강원도고성군",2020,0.31907340958871,0.31907340958871,0
"강원도고성군",2021,0.235120595545934,0.65650736532916,0
"강원도고성군",2022,0.318502669163615,0.85450220204412,0
"강원도고성군",2023,0.55236761527981,0.552367615279809,0
"강원도고성군",2024,0.606329537477928,0.606329537477927,0
"강원도양양군",2020,0.343199999072079,0.687698095806353,0
"강원도양양군",2021,0.239550844997913,0.713511955329877,0
"강원도양양군",2022,0.526602211752334,0.526602211752334,0
"강원도양양군",2023,0.314355897869615,0.87076490383083,0
"강원도양양군",2024,0.298871872534874,0.893920811269593,0
"충청북도충주시",2020,0.057539069023333,0.260569259813125,0
"충청북도충주시",2021,0.0407219549829739,0.625267111046365,0
"충청북도충주시",2022,0.0732248561297241,0.787894047519417,0
"충청북도충주시",2023,0.155055398076016,0.35882820702264,0
"충청북도충주시",2024,0.128807546050358,0.349693411324462,0
"충청북도제천시",2020,0.0926282673958695,0.549735087080092,0
"충청북도제천시",2021,0.0619584291746212,0.628663599320837,0
"충청북도제천시",2022,0.0169116118365026,0.978873952278688,0
"충청북도제천시",2023,0.0939305631805972,0.126282001682757,0
"충청북도제천시",2024,0.0571726836541262,0.0963345895649742,0
"충청북도보은군",2020,0.0768130193932977,0.920981104966966,0
"충청북도보은군",2021,0.149097054148447,0.354196370166638,0
"충청북도보은군",2022,0.227547280614067,0.803086958181654,0
"충청북도보은군",2023,0.198784602250472,0.872444394100071,0
"충청북도보은군",2024,0.366140672534058,0.366140672534057,0
"충청북도옥천군",2020,0.0537960601292311,0.928943986300226,0
"충청북도옥천군",2021,0.122747300217856,0.566258773995627,0
"충청북도옥천군",2022,0.171254328484947,0.813114652824962,0
"충청북도옥천군",2023,0.175273200427379,0.175273200427379,0
"충청북도옥천군",2024,0.320990611854687,0.570825989724776,0
"충청북도영동군",2020,0.155864322025635,0.719736533820445,0
"충청북도영동군",2021,0.130548761465644,0.467231229121412,0
"충청북도영동군",2022,0.0301722977264689,0.981936127083212,0
"충청북도영동군",2023,0.0222218429407947,0.98830901870001,0
"충청북도영동군",2024,0.0334990470566834,0.984947141830801,0
"충청북도진천군",2020,0.0820106473265251,0.697824685635894,0
"충청북도진천군",2021,0.0144126524587598,0.945556468710598,0
"충청북도진천군",2022,0.140977053654305,0.592680981533648,0
"충청북도진천군",2023,0.103072052489133,0.814577020634823,0
"충청북도진천군",2024,0.0879475930494484,0.117601873075782,0
"충청북도괴산군",2020,0.162530234774961,0.626877375215547,0
"충청북도괴산군",2021,0.0354442344923637,0.939928224581454,0
"충청북도괴산군",2022,0.0742586740341211,0.948038187581827,0
"충청북도괴산군",2023,0.30883321372248,0.531111042275381,0
"충청북도괴산군",2024,0.217728432252286,0.835122471652538,0
"충청북도음성군",2020,0.0763264413051482,0.699317522838833,0
"충청북도음성군",2021,0.043308076104748,0.749837375609706,0
"충청북도음성군",2022,0.1385126882436,0.534006182759081,0
"충청북도음성군",2023,0.15906691032899,0.387263444629568,0
"충청북도음성군",2024,0.143269696324897,0.261498602650612,0
"충청북도단양군",2020,0.110792939555925,0.929501786694968,0
"충청북도단양군",2021,0.163918124112987,0.235691385746613,0
"충청북도단양군",2022,0.43595293955365,0.43595293955365,0
"충청북도단양군",2023,0.484794537466331,0.48479453746633,0
"충청북도단양군",2024,0.097704927440734,0.972049755909523,0
"충청북도증평군",2020,0.188865591923123,0.383370758740183,0
"충청북도증평군",2021,0.0990669241985077,0.755909529382322,0
"충청북도증평군",2022,0.272471845948184,0.442089909696522,0
"충청북도증평군",2023,0.313050978132103,0.547169118383721,0
"충청북도증평군",2024,0.216523984532398,0.833545228772746,0
"충청남도공주시",2020,0.0238261961414818,0.926842312316083,0
"충청남도공주시",2021,0.0285483121366903,0.852254752587634,0
"충청남도공주시",2022,0.00860760267122616,0.988058303213011,0
"충청남도공주시",2023,0.152527587855752,0.474223982688563,0
"충청남도공주시",2024,0.0697742405597159,0.0915992837917749,0
"충청남도보령시",2020,0.058541196016465,0.695908310741188,0
"충청남도보령시",2021,0.0418363677400034,0.704329759786222,0
"충청남도보령시",2022,0.112709202985458,0.288544986201141,0
"충청남도보령시",2023,0.14011449308053,0.584744438818364,0
"충청남도보령시",2024,0.156287663846916,0.5162882535161,0
"충청남도아산시",2020,0.00745215468082927,0.941376546319683,0
"충청남도아산시",2021,0.00694079193430723,0.90032943984166,0
"충청남도아산시",2022,0.0283155282561826,0.85515067141595,0
"충청남도아산시",2023,0.0067182037972581,0.0128178315799879,0
"충청남도아산시",2024,0.0198232051309599,0.0454251471358627,0
"충청남도서산시",2020,0.037820281393188,0.789969146594215,0
"충청남도서산시",2021,0.0146443251723124,0.892845942529039,0
"충청남도서산시",2022,0.103699458053692,0.363815588899899,0
"충청남도서산시",2023,0.0946450067211568,0.228143385308685,0
"충청남도서산시",2024,0.0310451127633473,0.0465139362954567,0
"충청남도논산시",2020,0.0831203749595616,0.355998120296354,0
"충청남도논산시",2021,0.0351859793471583,0.759903637620495,0
"충청남도논산시",2022,0.0932285056223384,0.750658626165558,0
"충청남도논산시",2023,0.0738279104735212,0.119401344115467,0
"충청남도논산시",2024,0.154913123979437,0.494450564430272,0
"충청남도계룡시",2020,0.0527792872819688,0.925551161876348,0
"충청남도계룡시",2021,0.0590358703047064,0.873158767594006,0
"충청남도계룡시",2022,0.241567815841569,0.643390209425109,0
"충청남도계룡시",2023,0.0997827252065075,0.0997827252065074,0
"충청남도계룡시",2024,0.260039784649141,0.415474635552321,0
